instance_seed,alpha,reps,tuning_seed,achieved_H,ideal_opt_mass,feasibility,qubo_min_is_optimum,params
4,0.003,2,27,-0.01784643,0.09026583,0.09073277,False,"[2.465164366228759, 2.7447677741233725, 2.7625968492633803, 4.403102044717429]"
4,0.003,2,28,-0.02362912,0.10022829,0.084896,False,"[2.418101885957897, 2.7550600210506464, 2.6593710246048063, 5.119580041052146]"
4,0.003,2,29,-0.01899784,0.09212898,0.09247916,False,"[2.4364715423336754, 2.7426973589441848, 2.851902420984242, 4.58319757868058]"
4,0.003,2,30,-0.02336839,0.10107638,0.0833468,False,"[2.4138337613136263, 2.7334528033887526, 2.475668062177903, 5.123322820286089]"
4,0.003,2,31,-0.01182576,0.088903,0.04675227,False,"[1.9550572285957561, 0.5217768542816182, 3.136407989437665, -2.1356215783389194]"
4,0.003,2,32,-0.02170872,0.09630002,0.0875492,False,"[2.440000127442741, 2.7456390962514603, 2.6696950162365245, 4.812415336068311]"
4,0.003,2,33,-0.00995956,0.0967056,0.04578283,False,"[1.156703452459737, 2.63373307492559, -2.0217858822446386, 3.4649577511061844]"
4,0.003,2,34,-0.02341021,0.10030816,0.08428739,False,"[-0.7222083641828831, 2.744408107859064, 2.562857975073622, 5.089334190993426]"
4,0.003,2,35,-0.02285138,0.09989308,0.08392243,False,"[2.4204478836396404, -0.4096707993356518, 2.454706572162684, 5.027851809167699]"
4,0.003,2,36,-0.02124677,0.0956473,0.0871148,False,"[2.4399160365979276, 2.750574790506943, 2.599498756848226, 4.747910370126632]"
4,0.003,2,37,-0.02163522,0.09835302,0.08400442,False,"[2.423573994029788, 2.723476258529044, 2.332698825436726, 4.8889157774318175]"
4,0.003,2,38,-0.02273479,0.09782004,0.08802954,False,"[2.4136727718220365, -0.3756451461776515, 2.819625186195023, 5.005424730641202]"
4,0.003,2,39,-0.0120406,0.08478664,0.08724152,False,"[2.5386035403264064, 2.75681166441707, 2.680708141566512, 3.855990254063032]"
4,0.003,2,40,-0.01610254,0.08804719,0.0883814,False,"[2.493342489796875, 2.7882710560223214, 2.9960112335109814, 4.284749244849804]"
4,0.006,2,1,0.05495851,0.12117154,0.19285949,False,"[2.473238545250617, 2.722097701580863, 2.5922311973989958, 4.780177282071445]"
4,0.006,2,2,0.05495239,0.11698486,0.20199142,False,"[2.4728112704989305, 2.702579132412461, 2.738771854043572, 4.709682634476923]"
4,0.006,2,3,0.05448345,0.11853987,0.20016278,False,"[2.473548882391054, 2.719908783371757, 2.7499240663075417, 4.728868459800393]"
4,0.006,2,4,0.06538882,0.10184033,0.19632327,False,"[2.441822804477566, 2.7019711706388927, 2.5018966341103095, 4.022738544373376]"
4,0.006,2,5,0.05380593,0.12021575,0.20089848,False,"[2.4775456011986448, 2.7217438938431546, 2.7871211257006507, 4.811684153668756]"
4,0.006,2,6,0.05693354,0.11422973,0.19807289,False,"[-0.6720488220499286, 2.713165722857255, 2.6516290447286965, 4.511081881661159]"
4,0.006,2,7,0.05981564,0.10923955,0.1974486,False,"[2.456338466521947, 2.7089958944107466, 2.589118160941595, 4.312496985413959]"
4,0.006,2,8,0.05499718,0.11963597,0.19518539,False,"[2.4715027993526992, 2.7188673624826993, 2.6286469883008734, 4.73357586193904]"
4,0.006,2,9,0.05319339,0.1227387,0.19988826,False,"[2.483643634270762, 2.7206084091023275, 2.7779581053512628, 4.917483944563496]"
4,0.006,2,10,0.05495884,0.11832817,0.197871,False,"[2.471485104108924, 2.7204731277359144, 2.69085324627681, 4.694199935636716]"
4,0.006,2,11,0.09884091,0.11509334,0.09042529,False,"[1.1218849325978355, 2.6456061484284175, -2.1304301931998744, 2.4145115990627013]"
4,0.006,2,12,0.05586794,0.11550288,0.20031737,False,"[2.473987435049986, 2.714414407198959, 2.722042488138711, 4.585739726978624]"
4,0.006,2,13,0.05517701,0.11953184,0.19469537,False,"[2.4719815829336467, 2.7184226654664307, 2.6148694852815235, 4.722029981343834]"
4,0.006,2,14,0.05895356,0.11176108,0.19537261,False,"[2.4609790338358293, 2.7184456555338707, 2.576208621759145, 4.381855056857941]"
4,0.006,2,15,0.05576225,0.1171768,0.1970094,False,"[2.473862042301929, 2.719483442040957, 2.6609462266626944, 4.620378776297306]"
4,0.006,2,16,0.05739369,0.10975389,0.21205493,False,"[2.473916313923697, -0.4367170725742312, 2.978867775040161, 4.506878475298646]"
4,0.006,2,17,0.06650269,0.10057648,0.19919703,False,"[2.4701667592473195, -0.4650640976031773, 2.579064458251201, 4.019785678767049]"
4,0.006,2,18,0.0647133,0.10184527,0.1993878,False,"[2.457637486625523, 2.699899804360468, 2.6085605457552865, 4.0395279718406645]"
4,0.006,2,19,0.05901789,0.11294816,0.19542241,False,"[2.478305919835377, 2.7253526238757457, 2.6240286425216537, 4.392176698107464]"
4,0.006,2,20,0.09617852,0.11874366,0.09066667,False,"[4.239680993247194, 2.6448377112768675, -2.3430265982666305, 2.2599332073284883]"
4,0.006,2,21,0.07399,0.0950647,0.19001696,False,"[2.419824085319193, 2.7059447005009853, 2.2935866755277, 3.7200601160376676]"
4,0.006,2,22,0.05569485,0.11601734,0.19949004,False,"[2.470760682146844, 2.717060108314213, 2.7080699417077714, 4.605285418905832]"
4,0.006,2,23,0.0625422,0.1092913,0.18950034,False,"[2.4517949563294894, 2.715569513360169, 2.396762147011998, 4.238096313067382]"
4,0.006,2,24,0.05831156,0.1087678,0.20770023,False,"[2.4644476947477068, -0.4256121255647931, 2.8888179102617717, 4.409116834403936]"
4,0.006,2,25,0.05585779,0.11922784,0.1926856,False,"[2.4726501864663875, 2.721800275534183, 2.5717290733666096, 4.677762236853528]"
4,0.006,2,26,0.05512735,0.11754124,0.19879812,False,"[2.4718487801879654, 2.715381238806032, 2.6953984719281476, 4.671910000379254]"
4,0.006,2,27,0.059071,0.10984728,0.19957347,False,"[2.4653972483686983, 2.7043262211657066, 2.6454139834037056, 4.3521105578713675]"
4,0.006,2,28,0.05469367,0.11872126,0.1987476,False,"[2.4756273662696895, 2.7175330832592723, 2.7097181383829927, 4.716841019445272]"
4,0.006,2,29,0.09133884,0.09761608,0.16014311,False,"[2.400973993546899, 2.7339903353389534, 1.492265375781944, 3.719844216899707]"
4,0.006,2,30,0.05532304,0.11949537,0.19389383,False,"[2.4686044410717844, 2.7207756798698055, 2.5993660445334914, 4.718233768869398]"
4,0.006,2,31,0.06003798,0.10668994,0.20283322,False,"[2.4555581730609006, -0.4364725681363545, 2.708767809356528, 4.27440707161519]"
4,0.006,2,32,0.0572043,0.11177784,0.20227144,False,"[2.463467032521536, 2.7118442243950462, 2.7380261550910965, 4.466582282040693]"
4,0.006,2,33,0.10416835,0.11039626,0.09289011,False,"[1.1332267387475108, 2.6697281018476313, -1.832833994326091, 2.6401017414959393]"
4,0.006,2,34,0.05512635,0.11762109,0.19955575,False,"[2.4780832379641007, 2.7194941225122577, 2.731437907390207, 4.661267379495486]"
4,0.006,2,35,0.06144569,0.11147205,0.18826022,False,"[2.450190392404365, -0.4184526565438063, 2.3933121822941197, 4.322261240853776]"
4,0.006,2,36,0.05705927,0.11604727,0.19353902,False,"[2.4650712190136277, 2.720296989475803, 2.5622690092663243, 4.550608480796373]"
4,0.006,2,37,0.06885357,0.10345424,0.18537115,False,"[-0.7030864866172104, 2.7236309314329503, 2.259680938392836, 3.978768935301942]"
4,0.006,2,38,0.05725636,0.11214124,0.2017035,False,"[2.4655808940546695, -0.42318035635157836, 2.747182645228556, 4.4651050414272015]"
4,0.006,2,39,0.06149506,0.11057747,0.19023149,False,"[2.4548605857036994, 2.7069006714279666, 2.408910750181295, 4.307452127567986]"
4,0.006,2,40,0.11985535,0.08923582,0.1488878,False,"[2.6143803622176947, 2.8144424462384356, 2.1245249927946332, 2.962836247110764]"
4,0.01,2,1,0.14003822,0.12378209,0.3127825,True,"[2.5362408722965775, 2.7335495214489867, 2.2326869270811205, 3.76889529925628]"
4,0.01,2,2,0.14101085,0.12043036,0.30960108,True,"[2.515528740516181, 2.7232898416539073, 2.1920669270683284, 3.4707613282947394]"
4,0.01,2,3,0.13999895,0.12641712,0.31811286,True,"[-0.6104749575028179, 2.721410233813596, 2.3507958174619197, 3.6032450707828425]"
4,0.01,2,4,0.14117871,0.11954932,0.30822193,True,"[2.5142863659156656, 2.725247599533531, 2.163008167056292, 3.4787751101929567]"
4,0.01,2,5,0.14364133,0.12494059,0.31081319,True,"[2.5599894786281, 2.7452825721553262, 2.2305606096107025, 4.111765357269269]"
4,0.01,2,6,0.1420672,0.12066261,0.31029442,True,"[-0.628504867279639, 2.7176526300978896, 2.2328879048078742, 3.37052532183128]"
4,0.01,2,7,0.14533639,0.1130979,0.29929129,True,"[2.492970720741831, 2.7240843464819333, 2.0223900011523006, 3.288144160417639]"
4,0.01,2,8,0.13997822,0.12351961,0.31387141,True,"[-0.616421399737425, 2.724435303829505, 2.264044889857803, 3.5727406331942926]"
4,0.01,2,9,0.14053941,0.12321362,0.31389634,True,"[2.519078020705873, 2.720653571372436, 2.273656244475553, 3.4958968517112847]"
4,0.01,2,10,0.1411045,0.12165465,0.31146961,True,"[2.517903708293716, 2.7196706593870124, 2.2394634627131316, 3.4427568750492217]"
4,0.01,2,11,0.16550433,0.0951529,0.27331115,True,"[2.4340365730845166, 2.720638273861988, 1.626757696870067, 2.8839862775263065]"
4,0.01,2,12,0.14243146,0.11889318,0.30813524,True,"[2.506640382617724, 2.721857904869397, 2.185733445383163, 3.3568308219687126]"
4,0.01,2,13,0.13964592,0.12471678,0.31499757,True,"[2.5323904349844795, 2.728096170856356, 2.276297562312062, 3.685234348233015]"
4,0.01,2,14,0.14277494,0.11941475,0.3088441,True,"[2.506949601555383, 2.7184318442599245, 2.2098178023839274, 3.3287636830574736]"
4,0.01,2,15,0.13980181,0.12459595,0.31422064,True,"[2.5352381711873107, 2.7305368672635604, 2.2581865468829534, 3.7485519387509654]"
4,0.01,2,16,0.13980467,0.12796764,0.31953237,True,"[2.5406108879037537, -0.4151390006008635, 2.3655951091907483, 3.761692451124231]"
4,0.01,2,17,0.1502579,0.1098572,0.29634257,True,"[2.4699135198803055, 2.7234745723857756, 2.021558973144115, 3.0747686613741636]"
4,0.01,2,18,0.14003574,0.12306402,0.31315595,True,"[2.523346939314704, 2.7243113076132737, 2.2478220357235634, 3.569935487373115]"
4,0.01,2,19,0.15047445,0.11091109,0.29708786,True,"[2.4795448728555205, 2.7176306608807357, 2.069562049106513, 3.038226426199082]"
4,0.01,2,20,0.243594,0.05442071,0.22072208,True,"[-0.26757073296111894, 2.9577283581047666, 1.6812446388690399, 1.8054838545407366]"
4,0.01,2,21,0.139824,0.12776613,0.31960868,True,"[2.534771725227425, 2.7216667965824155, 2.3682460198818442, 3.687216355246533]"
4,0.01,2,22,0.14334839,0.11595032,0.30320323,True,"[2.5022547324565902, 2.7231148219566825, 2.0848460108265314, 3.358460290073004]"
4,0.01,2,23,0.14428376,0.11487695,0.30132651,True,"[2.4921613303242776, 2.7210197608608047, 2.034034450180117, 3.3811846981810785]"
4,0.01,2,24,0.14036809,0.12640603,0.31787387,True,"[2.5292489646058818, -0.4259683181566422, 2.3539575571700078, 3.5545069170718167]"
4,0.01,2,25,0.14443471,0.13339768,0.32875712,True,"[-0.5911418846037908, 2.7404629834412826, 2.581077278462197, 3.9624432723200194]"
4,0.01,2,26,0.13969158,0.12637487,0.31707691,True,"[2.538528601014473, 2.7295037325420752, 2.314860871169324, 3.7641158517564244]"
4,0.01,2,27,0.15016009,0.10745782,0.29132457,True,"[2.4767048886589493, 2.726415974344536, 1.9003686638784938, 3.1606994559671566]"
4,0.01,2,28,0.13961968,0.12609038,0.31708924,True,"[2.534141959854547, 2.725640996886762, 2.3180173631661662, 3.6881548131690916]"
4,0.01,2,29,0.1402252,0.12856696,0.32155225,True,"[-0.6101694932910152, 2.7239167027422577, 2.405336834138837, 3.687467851346555]"
4,0.01,2,30,0.13973373,0.12706138,0.31798082,True,"[2.5398076313809788, 2.728173708962972, 2.33222866669036, 3.7753153925554295]"
4,0.01,2,31,0.1414421,0.12005652,0.30902117,True,"[2.5108702541080414, -0.42229055979580116, 2.1819684724696513, 3.436892988060256]"
4,0.01,2,32,0.1413649,0.12087161,0.31048448,True,"[2.5139824328478584, 2.7198701780928833, 2.2194744941191367, 3.4239689365545605]"
4,0.01,2,33,0.19213705,0.06279676,0.189304,True,"[2.055069763991546, 0.589980207181727, 2.1682186706109183, -1.1277887109574511]"
4,0.01,2,34,0.13996798,0.12517896,0.3163852,True,"[2.5258324852992917, 2.7212338828999028, 2.311953743449275, 3.57975304683416]"
4,0.01,2,35,0.14227543,0.11913269,0.30806,True,"[2.5106059552037543, 2.720237441404257, 2.186596308119623, 3.3656748299032366]"
4,0.01,2,36,0.21432987,0.05752145,0.18216909,True,"[4.304104766746591, 2.660447721166986, -1.3309711503144124, 1.7059867639853585]"
4,0.01,2,37,0.22798418,0.05323269,0.17479438,True,"[1.2079739891493124, 2.715913960701583, -1.0854607853602631, 2.100484265844409]"
4,0.01,2,38,0.14173644,0.11841153,0.30664983,True,"[2.511909875100184, 2.7255062739690485, 2.1399784937828006, 3.4417668553467844]"
4,0.01,2,39,0.14218271,0.12127041,0.31116168,True,"[2.5100766747551813, 2.71370779567517, 2.246162160456593, 3.3636443371668165]"
4,0.01,2,40,0.19062066,0.0617667,0.1831483,True,"[2.0522588355099507, 0.6310756710634311, 2.5027654078808066, -1.017844431882663]"
4,0.0209,2,1,0.35975993,0.08280858,0.38212238,True,"[2.742979310579001, 2.93179187600873, 0.9420854561196116, 2.5860834189306883]"
4,0.0209,2,2,0.37756645,0.07136217,0.31773595,True,"[1.852544156908776, 0.908375781423839, 1.8047759049617924, -0.5628404802396212]"
4,0.0209,2,3,0.46463366,0.05312145,0.31592288,True,"[1.2918238194842961, 1.5052990315315669, 1.1241538667642805, 1.621334459507515]"
4,0.0209,2,4,0.31996295,0.10319052,0.43410039,True,"[2.5432109126505846, 2.7510715395788643, 1.280399959284126, 1.8899420581736703]"
4,0.0209,2,5,0.32004515,0.10371206,0.43573944,True,"[2.545992340078576, 2.749670687237198, 1.2940937308164389, 1.8978509400979489]"
4,0.0209,2,6,0.47293632,0.04971815,0.29575023,True,"[1.3213705147370118, 1.507251095405337, 1.1370880230075202, 0.7750428866039129]"
4,0.0209,2,7,0.31991645,0.10318028,0.43397139,True,"[2.542754771265355, 2.7492933702493945, 1.2878898701352701, 1.8805899324712863]"
4,0.0209,2,8,0.4619347,0.05402142,0.32100164,True,"[1.2821689943203916, 1.5035471228170636, 1.1171190428218045, 1.9352639416150006]"
4,0.0209,2,9,0.63242689,0.04161417,0.22512955,True,"[4.048815455049573, 1.2672494489964161, 1.294659582552484, 1.8891069749216896]"
4,0.0209,2,10,0.38303537,0.09827677,0.40372715,True,"[2.6977683263544896, 2.877711476063401, 1.2833099562008257, 2.6473644699173446]"
4,0.0209,2,11,0.32012713,0.10373931,0.43596306,True,"[2.546256672600858, 2.75160667216276, 1.288658054450898, 1.9066644931943966]"
4,0.0209,2,12,0.3211822,0.09967257,0.42147874,True,"[2.526586883472227, 2.743147631277135, 1.2266014597551214, 1.7914339116478006]"
4,0.0209,2,13,0.35967695,0.08260172,0.37967381,True,"[2.7374826802987493, 2.9290915036499796, 0.9296783788902806, 2.5241190599726875]"
4,0.0209,2,14,0.32023453,0.10409931,0.43742729,True,"[2.5461262839881766, 2.750784337669361, 1.2964560158252663, 1.9137054499403026]"
4,0.0209,2,15,0.32075409,0.10334763,0.43311531,True,"[2.5514544655650573, -0.39668911121804207, 1.274062710948309, 1.896248554442498]"
4,0.0209,2,16,0.35968565,0.0827766,0.38101103,True,"[2.7406279295566893, -0.2112510568049452, 0.938205594114202, 2.5558356450026283]"
4,0.0209,2,17,0.32030166,0.10099392,0.42633565,True,"[2.5322828537955044, 2.746919074976805, 1.2477429302564467, 1.8261231364454218]"
4,0.0209,2,18,0.32372616,0.0969216,0.41244753,True,"[2.5161020728148316, 2.7484293424990773, 1.1653467884322206, 1.7545112011082784]"
4,0.0209,2,19,0.46023096,0.05242397,0.28226521,True,"[1.1684934428174578, 2.780414003282066, -0.3044017869286085, 1.0436794563237164]"
4,0.0209,2,20,0.44608821,0.05258205,0.26148663,True,"[1.3990627393376391, -0.3923584141777617, -0.5662977207909882, 1.2595155995478855]"
4,0.0209,2,21,0.31992766,0.10325895,0.43427112,True,"[2.543028498728316, 2.7493535250203855, 1.2870731777034166, 1.8844567092313589]"
4,0.0209,2,22,0.32005185,0.10370819,0.43598545,True,"[2.5447574775371775, -0.39074695210815613, 1.294195087915888, 1.899255205325721]"
4,0.0209,2,23,0.32091223,0.09999081,0.42251663,True,"[2.52923324382543, 2.7443749163177333, 1.2304836481957229, 1.8010873643064522]"
4,0.0209,2,24,0.31988797,0.10287123,0.43292713,True,"[2.541007788578743, 2.7488993102089143, 1.280978738782124, 1.8732407970176115]"
4,0.0209,2,25,0.40330951,0.0915338,0.390498,True,"[2.7830448277394337, 2.912926925522693, 1.4217210095007713, 2.9536096566799404]"
4,0.0209,2,26,0.3241109,0.10718687,0.4483034,True,"[2.5625891129043916, 2.756081184394591, 1.356133211905436, 2.020581136841446]"
4,0.0209,2,27,0.31989908,0.10299638,0.43335554,True,"[2.541965254617555, 2.7495190049398217, 1.2814822630031606, 1.878768603384663]"
4,0.0209,2,28,0.32005205,0.10377852,0.43611948,True,"[2.545126209880609, 2.74951626950485, 1.2993859402173877, 1.8958337549994777]"
4,0.0209,2,29,0.37307543,0.07338934,0.3534355,True,"[2.103949213432395, 3.7790128947394774, 1.3199410616519778, -0.41853526341855235]"
4,0.0209,2,30,0.37380737,0.08277216,0.3941746,True,"[2.783415744559335, 2.948714972545001, 1.089785919723576, 3.251082014765894]"
4,0.0209,2,31,0.34204972,0.09910267,0.4194263,True,"[2.5465287264748153, -0.3702341852672945, 1.0621376079391769, 2.0403283759731137]"
4,0.0209,2,32,0.31989097,0.10291045,0.43300805,True,"[2.5414505670048464, 2.7487533877273633, 1.2832056375458831, 1.8728437677499694]"
4,0.0209,2,33,0.34156545,0.08703758,0.37743588,True,"[2.4984326180823495, 2.7575188443547405, 1.0017312811033794, 1.606663808036141]"
4,0.0209,2,34,0.49164314,0.04478973,0.28016824,True,"[1.1395432455485175, 2.8974715944290823, 0.22691407707021966, 1.5874380521769142]"
4,0.0209,2,35,0.36840358,0.07405352,0.34426516,True,"[1.9795037395985176, 0.7754423416536206, 1.5602162473205832, -0.4486334668226317]"
4,0.0209,2,36,0.36673085,0.0826369,0.36447789,True,"[2.609573747338051, 2.864880285350633, 0.8033210249695713, 2.0466448436855047]"
4,0.0209,2,37,0.42321711,0.06080899,0.34056709,True,"[3.403150801792048, 2.9691577867456167, -0.6636971651351408, 2.2015259471376445]"
4,0.0209,2,38,0.35765569,0.09042209,0.38699354,True,"[2.59320093989668, -0.29105895335207715, 0.9572790347233255, 2.1278646707443007]"
4,0.0209,2,39,0.31989332,0.10249934,0.43160539,True,"[2.539371163919583, 2.748552688230548, 1.2746144955673369, 1.863355289872858]"
4,0.0209,2,40,0.41249635,0.06933361,0.37864184,True,"[2.4759775111901625, 1.0168530864852663, -1.3898142838432808, 0.3517521562921251]"
4,0.021,2,1,0.32145777,0.10132196,0.42863577,True,"[2.5344723119187202, -0.39290413295585047, 1.2438515925986129, 1.8364890450456521]"
4,0.021,2,2,0.37096473,0.073607,0.3385911,True,"[1.9384509865712487, 0.8185780964636776, 1.6276096495612862, -0.4714352984417792]"
4,0.021,2,3,0.46645995,0.05279822,0.31414039,True,"[1.2913900682504844, 1.507075904706382, 1.112778131836178, 1.586239253665282]"
4,0.021,2,4,0.32125923,0.10246021,0.43264299,True,"[2.539989381997703, 2.7503086479533945, 1.2627507975286987, 1.8670077915921255]"
4,0.021,2,5,0.32149178,0.10393282,0.43780049,True,"[2.5463438678749366, 2.750338326932625, 1.2985165554018396, 1.8973622176965546]"
4,0.021,2,6,0.47439704,0.04976031,0.29606674,True,"[1.319390506203052, 1.5098494425655462, 1.1380112355660295, 0.7907887784236292]"
4,0.021,2,7,0.32121835,0.10286178,0.43392907,True,"[2.5418701722701393, 2.7493199653783282, 1.2776422242670447, 1.8692353866184153]"
4,0.021,2,8,0.45995764,0.05716557,0.33895234,True,"[1.2808195192460974, 1.4906817249650652, 1.2753920966552221, 3.084303372819268]"
4,0.021,2,9,0.63396708,0.04225379,0.22732431,True,"[4.052266480404281, 1.2667601164426163, 1.3252067795067237, 1.901516196633645]"
4,0.021,2,10,0.36523536,0.08351136,0.39143455,True,"[2.771474649958959, 2.9425738402985084, 1.0320887395036413, 2.86917396812494]"
4,0.021,2,11,0.32124973,0.10206229,0.43110411,True,"[2.5383860100008, 2.748832888089646, 1.2613935991681497, 1.85056441841297]"
4,0.021,2,12,0.32773725,0.09501294,0.40614151,True,"[2.507198775802107, 2.73866340527756, 1.1447854005192433, 1.6922738670073256]"
4,0.021,2,13,0.36103058,0.08246658,0.38016283,True,"[2.738475051640015, 2.92970498288853, 0.9256345095430158, 2.5128591652925985]"
4,0.021,2,14,0.36206251,0.08333631,0.3872461,True,"[2.7537375149732646, 2.93522835030616, 0.9688187015675452, 2.69990513289447]"
4,0.021,2,15,0.36119298,0.08284848,0.38353776,True,"[2.7446455957805527, 2.9327395543650217, 0.9424925006437188, 2.596407632619347]"
4,0.021,2,16,0.36309829,0.08343107,0.3892487,True,"[2.755215133748583, -0.20314642134060107, 0.9815748635513942, 2.772762519965876]"
4,0.021,2,17,0.32218947,0.10104158,0.42813965,True,"[2.5344354148421546, 2.7558404533500513, 1.2158718993795734, 1.8615520906107008]"
4,0.021,2,18,0.32339989,0.09836399,0.41784188,True,"[2.523603779116331, 2.744936307639518, 1.2000135379539631, 1.7631999190568433]"
4,0.021,2,19,0.44055117,0.05547365,0.26017114,True,"[1.3566437582287592, 2.6891449007071717, -0.7356722789345205, 1.1709223770051325]"
4,0.021,2,20,0.46217781,0.04940646,0.26917113,True,"[1.516551902116603, -0.31475480175828596, -0.32760620690552883, 1.4101470543066046]"
4,0.021,2,21,0.32121779,0.10286253,0.43391929,True,"[2.5418903626342795, 2.7492230200828773, 1.2784366537759706, 1.8684938694542337]"
4,0.021,2,22,0.32187956,0.1045038,0.43973048,True,"[2.5503978232425024, -0.3892425424099188, 1.3034350284645604, 1.921332497799119]"
4,0.021,2,23,0.32167624,0.10097578,0.42724224,True,"[2.531477985053842, 2.744114106912648, 1.2473263947243138, 1.8149599803872134]"
4,0.021,2,24,0.32122224,0.1029059,0.43402009,True,"[2.5422801966168422, 2.748965888080491, 1.280461976845627, 1.8682520057584866]"
4,0.021,2,25,0.3708178,0.08432364,0.39432809,True,"[-0.3635917682338918, -0.1938734408415424, 1.1206113181177821, 3.015836773153874]"
4,0.021,2,26,0.32239201,0.10515636,0.44209369,True,"[2.553137248073755, 2.7527927875134335, 1.3181169610914731, 1.9389080465176571]"
4,0.021,2,27,0.32124773,0.10306047,0.43465793,True,"[2.542904578001144, 2.750047721797352, 1.279717890983619, 1.8765720139085635]"
4,0.021,2,28,0.32159244,0.10408747,0.43824239,True,"[2.5482527510018547, 2.751612051659256, 1.3013089403788378, 1.9038547353806246]"
4,0.021,2,29,0.42270908,0.06627254,0.35219255,True,"[2.5160859436592453, 3.4164472189800175, 1.2633302682504444, -0.4632456774511152]"
4,0.021,2,30,0.37031675,0.08263589,0.39364599,True,"[2.7727580652472636, 2.9461932104401956, 1.019716680512976, 3.0849263304781713]"
4,0.021,2,31,0.35881461,0.09205206,0.39174588,True,"[2.6050769549070196, -0.2925055882316477, 0.9829034138376858, 2.1655413011133895]"
4,0.021,2,32,0.32120718,0.10260622,0.43299344,True,"[2.5407640301639414, 2.7488360020080185, 1.274032616378542, 1.861418182012869]"
4,0.021,2,33,0.32650358,0.0955922,0.40906103,True,"[2.5100985363585715, 2.750800180783312, 1.1474182522534646, 1.7223998531327143]"
